CustomerID,Gender,Age,Plan,Contract,TenureMonths,MonthlyCharges,TotalCharges,PaymentMethod,SupportCalls,SatisfactionScore,Churn
CUST00936,Male,67,Standard,Annual,27,20.52,532.89,PayPal,1,3,No
CUST00937,Female,22,Basic,Annual,25,9.53,247.19,PayPal,1,3,No
CUST00938,Male,64,Standard,Month-to-Month,40,17.61,714.14,Bank Transfer,3,2,No
CUST00939,Female,66,Basic,Month-to-Month,38,10.31,381.95,PayPal,1,3,No
CUST00940,Female,52,Basic,Month-to-Month,52,10.85,581.59,Bank Transfer,2,1,No
CUST00941,Female,61,Basic,Annual,23,8.52,182.77,PayPal,1,1,No
CUST00942,Male,51,Standard,Annual,29,19.55,517.45,PayPal,1,5,No
CUST00943,Female,50,Basic,Annual,15,10.8,173.49,Debit Card,2,4,No
CUST00944,Male,38,Basic,Annual,59,7.63,455.93,Debit Card,2,3,No
CUST00945,Male,34,Premium,Month-to-Month,3,39.02,120.55,Debit Card,0,2,Yes
CUST00946,Male,39,Basic,Two-Year,10,10.56,101.53,Debit Card,1,1,No
CUST00947,Male,65,Standard,Annual,15,21.65,316.43,Credit Card,1,1,No
CUST00948,Female,54,Standard,Month-to-Month,56,23.27,1194.27,Debit Card,0,1,No
CUST00949,Female,32,Premium,Month-to-Month,16,42.93,735.92,Credit Card,2,4,No
CUST00950,Male,52,Standard,Annual,17,20.21,349.92,Debit Card,0,4,No
CUST00951,Male,45,Standard,Two-Year,19,19.26,335.47,PayPal,2,3,No
CUST00952,Female,24,Premium,Month-to-Month,11,41.37,482.79,Bank Transfer,1,2,No
CUST00953,Male,49,Basic,Annual,48,9.17,435.24,PayPal,0,4,No
CUST00954,Female,28,Premium,Month-to-Month,5,38.85,204.55,PayPal,3,5,Yes
CUST00955,Male,27,Basic,Month-to-Month,5,9.53,43.01,Credit Card,0,4,No
CUST00956,Male,26,Premium,Annual,58,39.34,2066.66,Debit Card,1,1,No
CUST00957,Female,31,Basic,Annual,14,10.61,138.76,Bank Transfer,1,2,No
CUST00958,Male,30,Standard,Annual,50,19.09,899.31,Bank Transfer,1,3,No
CUST00959,Female,42,Basic,Month-to-Month,26,10.12,277.01,Debit Card,2,4,No
CUST00960,Male,19,Standard,Month-to-Month,8,22.38,186.44,Credit Card,0,1,Yes
CUST00961,Male,52,Basic,Month-to-Month,5,10.17,52.03,Credit Card,1,5,Yes
CUST00962,Male,24,Premium,Month-to-Month,7,42.27,318.67,Credit Card,2,5,No
CUST00963,Female,38,Premium,Month-to-Month,16,41.79,634.83,Bank Transfer,3,3,Yes
CUST00964,Male,35,Basic,Month-to-Month,55,10.88,646.8,Credit Card,0,3,No
CUST00965,Male,20,Premium,Month-to-Month,14,39.46,597.68,Credit Card,1,4,No
CUST00966,Male,59,Standard,Month-to-Month,37,21.55,786.87,Bank Transfer,1,3,No
CUST00967,Male,56,Standard,Annual,56,19.62,1009.59,Bank Transfer,1,1,Yes
CUST00968,Female,58,Basic,Month-to-Month,41,9.99,428.15,PayPal,1,1,Yes
CUST00969,Female,66,Basic,Month-to-Month,4,10.49,40.59,Bank Transfer,2,1,No
CUST00970,Male,28,Basic,Annual,36,9.98,380.47,Debit Card,3,4,No
CUST00971,Female,56,Basic,Month-to-Month,48,8.91,398.91,Bank Transfer,1,4,No
CUST00972,Male,41,Premium,Annual,56,37.7,2127.88,Bank Transfer,0,3,No
CUST00973,Male,63,Basic,Month-to-Month,17,11.43,194.62,Credit Card,1,4,No
CUST00974,Male,36,Premium,Month-to-Month,47,40.85,1766.47,PayPal,0,1,Yes
CUST00975,Female,21,Basic,Month-to-Month,36,7.41,259.47,Credit Card,1,2,Yes
CUST00976,Female,43,Standard,Month-to-Month,6,18.87,103.82,PayPal,1,1,Yes
CUST00977,Female,55,Standard,Annual,16,20.26,321.87,Credit Card,3,2,No
CUST00978,Female,59,Premium,Two-Year,29,40.65,1259.7,Debit Card,1,3,No
CUST00979,Female,49,Basic,Month-to-Month,36,7.71,264.8,Credit Card,3,5,No
CUST00980,Female,56,Standard,Month-to-Month,38,19.86,794.66,Credit Card,0,4,No
CUST00981,Female,62,Basic,Annual,37,10.8,374.3,Debit Card,1,4,No
CUST00982,Female,63,Basic,Month-to-Month,48,9.46,469.86,Debit Card,1,1,No
CUST00983,Female,53,Basic,Annual,57,10.37,640.21,Bank Transfer,3,1,Yes
CUST00984,Male,57,Standard,Month-to-Month,48,19.26,891.93,Credit Card,0,2,Yes
CUST00985,Female,54,Basic,Two-Year,10,11.35,122.59,Debit Card,2,4,No
CUST00986,Female,50,Standard,Month-to-Month,41,18.79,771.23,Debit Card,3,3,No
CUST00987,Female,53,Basic,Month-to-Month,36,8.28,287.16,Bank Transfer,3,1,No
CUST00988,Female,20,Standard,Two-Year,29,20.03,626.93,PayPal,1,4,No
CUST00989,Female,26,Basic,Annual,14,7.84,99.49,Debit Card,3,5,No
CUST00990,Female,25,Standard,Month-to-Month,4,16.83,60.97,Debit Card,1,2,No
CUST00991,Female,50,Premium,Annual,44,41.62,1867.84,Credit Card,0,1,No
CUST00992,Female,23,Standard,Annual,56,18.51,1098.08,Bank Transfer,1,1,No
CUST00993,Female,58,Standard,Month-to-Month,42,17.99,793.59,Credit Card,0,3,Yes
CUST00994,Female,56,Basic,Annual,36,8.77,289.17,PayPal,2,1,Yes
CUST00995,Female,21,Standard,Month-to-Month,50,18.71,1019.74,Bank Transfer,1,4,No
CUST00996,Male,30,Basic,Annual,45,9.78,457.97,Credit Card,1,4,No
CUST00997,Male,66,Basic,Two-Year,13,8.35,118.3,Debit Card,2,4,No
CUST00998,Female,19,Standard,Month-to-Month,46,20.74,921.43,Debit Card,1,5,Yes
CUST00999,Female,22,Premium,Month-to-Month,18,40.96,765.88,Bank Transfer,2,5,No
CUST01000,Male,61,Basic,Month-to-Month,33,8.08,285.83,Debit Card,1,1,Yes
CUST01001,Female,44,Standard,Month-to-Month,21,19.06,390.69,Credit Card,3,5,No
CUST01002,Male,49,Standard,Two-Year,16,19.21,335.94,Bank Transfer,1,5,No
CUST01003,Male,38,Basic,Month-to-Month,15,9.74,139.23,Debit Card,0,3,Yes
CUST01004,Male,25,Basic,Month-to-Month,54,11.61,603.82,Debit Card,4,5,Yes
CUST01005,Male,55,Basic,Annual,57,11.7,722.96,PayPal,1,2,Yes
CUST01006,Male,25,Basic,Two-Year,5,13.74,75.15,PayPal,0,2,No
CUST01007,Female,67,Basic,Month-to-Month,6,6.59,37.84,Bank Transfer,4,2,Yes
CUST01008,Male,20,Basic,Annual,38,8.6,303.03,PayPal,0,1,Yes
CUST01009,Female,61,Basic,Annual,3,12.71,40.11,Credit Card,2,4,No
CUST01010,Female,20,Standard,Two-Year,48,17.29,901.24,Debit Card,2,3,No
CUST01011,Male,39,Standard,Annual,12,22.68,277.64,Debit Card,0,1,Yes
CUST01012,Male,23,Premium,Annual,36,40.21,1486.5,Debit Card,1,4,No
CUST01013,Female,19,Basic,Month-to-Month,33,10.27,356.73,Bank Transfer,2,3,Yes
CUST01014,Male,40,Standard,Month-to-Month,36,18.07,605.38,Bank Transfer,1,3,Yes
CUST01015,Male,61,Premium,Annual,33,39.31,1420.07,PayPal,1,3,No
CUST01016,Female,19,Standard,Two-Year,31,22.61,681.89,Debit Card,3,2,Yes
CUST01017,Female,55,Basic,Two-Year,21,9.92,213.66,Debit Card,2,2,No
CUST01018,Male,34,Standard,Two-Year,27,19.32,518.37,Debit Card,3,2,Yes
CUST01019,Female,52,Basic,Month-to-Month,27,10.6,284.38,Debit Card,1,3,No
CUST01020,Male,51,Basic,Annual,8,9.7,80.75,Debit Card,3,3,No
CUST01021,Male,40,Standard,Annual,56,20.51,1262.19,Credit Card,1,2,No
CUST01022,Male,47,Standard,Annual,37,18.72,714.67,Debit Card,1,3,No
CUST01023,Female,69,Basic,Month-to-Month,32,9.87,334.42,Credit Card,5,2,Yes
CUST01024,Female,25,Premium,Month-to-Month,26,39.03,918.91,Debit Card,2,2,Yes
CUST01025,Female,39,Standard,Two-Year,2,17.28,36.71,Bank Transfer,3,2,No
CUST01026,Female,61,Standard,Month-to-Month,12,20.71,238.58,Bank Transfer,2,4,No
CUST01027,Female,53,Premium,Two-Year,22,38.14,776.43,Credit Card,2,3,No
CUST01028,Male,22,Basic,Month-to-Month,17,9.74,152.78,Debit Card,4,1,No
CUST01029,Male,30,Premium,Annual,7,41.38,300.08,Bank Transfer,4,2,No
CUST01030,Male,46,Standard,Annual,43,17.74,838.74,Bank Transfer,0,1,Yes
CUST01031,Male,48,Basic,Annual,4,10.9,45.05,Debit Card,3,4,No
CUST01032,Female,64,Standard,Month-to-Month,37,19.54,688.62,Debit Card,1,3,No
CUST01033,Male,33,Standard,Two-Year,38,18.54,662.71,Bank Transfer,1,2,Yes
CUST01034,Female,59,Standard,Annual,32,23.02,740.46,Debit Card,2,2,Yes
CUST01035,Male,47,Premium,Month-to-Month,11,39.99,401.62,PayPal,0,2,Yes
CUST01036,Female,33,Standard,Annual,1,19.14,18.75,Debit Card,0,1,No
CUST01037,Female,29,Standard,Month-to-Month,25,18.82,486.14,Bank Transfer,2,4,No
CUST01038,Male,34,Premium,Month-to-Month,42,41.31,1897.3,Bank Transfer,2,3,Yes
CUST01039,Male,33,Standard,Month-to-Month,52,19.07,976.89,Credit Card,0,4,No
CUST01040,Male,29,Basic,Two-Year,24,11.12,250.88,PayPal,1,2,Yes
CUST01041,Male,25,Premium,Month-to-Month,53,39.99,2254.0,Bank Transfer,2,4,No
CUST01042,Female,37,Basic,Annual,43,11.66,525.87,PayPal,1,1,No
CUST01043,Male,20,Standard,Month-to-Month,56,18.43,1106.33,Debit Card,1,5,Yes
CUST01044,Male,33,Premium,Month-to-Month,17,38.64,619.4,Bank Transfer,3,5,No
CUST01045,Female,47,Standard,Two-Year,8,19.57,153.58,Credit Card,2,3,No
CUST01046,Male,62,Standard,Annual,59,19.69,1273.6,Bank Transfer,1,3,No
CUST01047,Male,40,Standard,Two-Year,45,19.46,815.81,Credit Card,1,4,No
CUST01048,Male,45,Standard,Month-to-Month,27,23.94,668.54,PayPal,2,3,No
CUST01049,Male,68,Premium,Month-to-Month,52,43.08,2122.41,Credit Card,1,1,Yes
CUST01050,Male,57,Basic,Two-Year,18,10.44,187.93,Debit Card,0,2,No
CUST01051,Female,22,Basic,Annual,27,10.62,303.97,Debit Card,0,2,No
CUST01052,Male,37,Basic,Month-to-Month,22,9.64,211.6,Debit Card,2,4,No
CUST01053,Male,57,Standard,Month-to-Month,16,18.42,312.73,Bank Transfer,0,2,No
CUST01054,Male,61,Standard,Annual,2,19.72,38.86,Debit Card,1,4,No
CUST01055,Male,18,Premium,Month-to-Month,5,41.15,226.3,Debit Card,1,3,Yes
CUST01056,Male,47,Basic,Annual,18,11.95,212.34,Bank Transfer,2,3,No
CUST01057,Female,38,Standard,Month-to-Month,3,21.48,59.92,PayPal,1,1,Yes
CUST01058,Male,37,Basic,Month-to-Month,27,7.73,204.61,Debit Card,0,2,No
CUST01059,Female,23,Basic,Two-Year,54,9.56,541.29,Debit Card,2,1,No
CUST01060,Female,39,Standard,Month-to-Month,17,17.79,323.48,Bank Transfer,1,5,No
CUST01061,Male,35,Basic,Month-to-Month,16,11.74,186.34,PayPal,3,1,No
CUST01062,Male,25,Basic,Annual,6,9.37,57.28,PayPal,0,4,No
CUST01063,Male,56,Basic,Month-to-Month,51,9.92,540.82,PayPal,1,4,Yes
CUST01064,Male,49,Basic,Month-to-Month,7,10.71,79.67,Bank Transfer,2,1,Yes
CUST01065,Female,50,Standard,Annual,50,24.14,1245.07,Credit Card,3,3,No
CUST01066,Male,33,Basic,Month-to-Month,14,10.39,154.62,Credit Card,4,5,Yes
CUST01067,Male,29,Standard,Month-to-Month,38,19.63,757.26,Debit Card,1,1,Yes
CUST01068,Male,55,Premium,Month-to-Month,40,38.13,1374.1,Debit Card,0,3,No
CUST01069,Male,69,Standard,Annual,15,22.18,302.18,Debit Card,3,1,No
CUST01070,Male,51,Premium,Annual,47,39.72,2045.99,Credit Card,1,2,No
CUST01071,Male,31,Standard,Annual,47,22.48,981.54,Bank Transfer,0,4,No
CUST01072,Female,53,Standard,Month-to-Month,48,21.65,1019.35,Debit Card,1,2,No
CUST01073,Female,50,Premium,Annual,33,39.3,1409.42,Bank Transfer,0,2,No
CUST01074,Male,40,Basic,Two-Year,43,7.9,318.98,Debit Card,0,5,No
CUST01075,Male,67,Premium,Month-to-Month,27,40.4,1165.8,Bank Transfer,1,3,No
CUST01076,Male,62,Basic,Annual,29,9.07,279.77,Bank Transfer,3,4,No
CUST01077,Female,19,Basic,Annual,57,10.05,628.57,Credit Card,5,2,No
CUST01078,Male,58,Basic,Two-Year,37,11.56,409.04,Bank Transfer,1,4,No
CUST01079,Female,38,Standard,Two-Year,5,17.51,84.32,PayPal,2,3,No
CUST01080,Male,19,Standard,Month-to-Month,29,20.39,638.96,Credit Card,0,1,Yes
CUST01081,Male,44,Standard,Month-to-Month,32,21.13,640.2,Debit Card,2,2,Yes
CUST01082,Male,26,Basic,Month-to-Month,53,11.2,599.29,Credit Card,2,3,No
CUST01083,Male,18,Basic,Month-to-Month,6,7.94,49.62,PayPal,1,4,No
CUST01084,Female,28,Basic,Month-to-Month,2,10.62,20.27,PayPal,1,3,Yes
CUST01085,Female,20,Basic,Annual,6,11.8,77.01,Bank Transfer,4,1,No
CUST01086,Male,69,Premium,Month-to-Month,46,40.5,1924.74,PayPal,3,3,No
CUST01087,Male,40,Basic,Month-to-Month,43,9.82,384.02,PayPal,3,4,No
CUST01088,Female,43,Premium,Annual,4,41.7,154.65,PayPal,0,2,No
CUST01089,Female,21,Premium,Month-to-Month,56,38.95,2046.31,PayPal,2,2,No
CUST01090,Female,35,Basic,Two-Year,29,7.7,211.91,Debit Card,2,5,No
CUST01091,Female,23,Standard,Annual,59,19.69,1215.31,Debit Card,1,4,No
CUST01092,Male,52,Basic,Month-to-Month,25,10.79,247.57,Credit Card,2,5,Yes
CUST01093,Female,39,Basic,Month-to-Month,9,11.55,100.84,Bank Transfer,2,5,No
CUST01094,Male,60,Basic,Month-to-Month,56,10.79,653.95,Debit Card,2,1,Yes
CUST01095,Female,32,Standard,Annual,3,21.24,64.44,PayPal,3,4,No
CUST01096,Female,39,Basic,Month-to-Month,26,11.56,286.46,Bank Transfer,4,2,Yes
CUST01097,Female,54,Standard,Annual,48,19.48,1020.51,Debit Card,3,4,No
CUST01098,Female,69,Standard,Annual,43,19.77,806.64,Credit Card,1,1,Yes
CUST01099,Female,59,Basic,Month-to-Month,27,11.92,347.92,PayPal,0,4,No
CUST01100,Male,29,Standard,Two-Year,36,18.17,683.66,Bank Transfer,3,4,No
CUST01101,Male,64,Standard,Month-to-Month,32,20.63,691.92,Debit Card,0,5,No
CUST01102,Female,66,Basic,Two-Year,1,8.91,9.38,Bank Transfer,0,4,No
CUST01103,Female,59,Basic,Month-to-Month,57,11.64,664.35,Debit Card,2,5,No
CUST01104,Male,55,Standard,Annual,53,19.96,1124.44,Credit Card,0,5,No
CUST01105,Female,35,Basic,Month-to-Month,54,10.0,576.31,PayPal,2,3,No
CUST01106,Female,62,Standard,Annual,16,22.58,351.2,Credit Card,1,1,No
CUST01107,Male,52,Basic,Month-to-Month,51,8.38,418.86,PayPal,3,5,No
CUST01108,Female,47,Basic,Month-to-Month,48,10.31,533.36,PayPal,2,4,No
CUST01109,Female,41,Basic,Annual,11,9.72,107.45,Bank Transfer,6,5,No
CUST01110,Male,59,Basic,Month-to-Month,26,10.79,301.13,Debit Card,1,5,No
CUST01111,Male,47,Standard,Annual,40,22.88,938.4,Credit Card,0,5,No
CUST01112,Male,31,Basic,Two-Year,55,9.08,508.75,Credit Card,5,2,No
CUST01113,Female,23,Standard,Month-to-Month,1,18.19,16.48,Credit Card,0,2,Yes
CUST01114,Male,20,Premium,Month-to-Month,26,38.78,963.49,Bank Transfer,2,2,No
CUST01115,Male,33,Standard,Month-to-Month,28,19.64,550.15,Bank Transfer,0,2,Yes
CUST01116,Male,24,Standard,Annual,53,20.09,1083.36,Bank Transfer,4,3,No
CUST01117,Male,69,Basic,Month-to-Month,58,10.16,604.65,PayPal,1,5,No
CUST01118,Male,31,Basic,Month-to-Month,9,12.69,119.15,Credit Card,1,3,No
CUST01119,Male,26,Standard,Month-to-Month,59,22.43,1364.72,PayPal,2,4,Yes
CUST01120,Female,32,Basic,Month-to-Month,44,11.94,561.99,Credit Card,0,1,Yes
CUST01121,Female,38,Standard,Two-Year,22,23.76,501.34,Credit Card,1,3,No
CUST01122,Male,52,Basic,Month-to-Month,8,11.23,92.38,Debit Card,3,2,Yes
CUST01123,Male,19,Standard,Annual,58,21.65,1142.98,Credit Card,2,2,No
CUST01124,Male,44,Premium,Annual,49,41.2,2010.8,Bank Transfer,2,4,No
CUST01125,Female,19,Premium,Annual,42,40.95,1640.11,Bank Transfer,1,5,No
CUST01126,Female,52,Standard,Month-to-Month,27,20.58,542.42,Bank Transfer,1,1,No
CUST01127,Female,35,Standard,Annual,39,19.39,734.23,Debit Card,0,3,No
CUST01128,Female,31,Standard,Two-Year,19,18.12,314.01,Debit Card,0,5,No
CUST01129,Female,37,Standard,Month-to-Month,25,19.79,491.45,PayPal,0,5,No
CUST01130,Female,35,Basic,Month-to-Month,38,10.84,452.67,Credit Card,2,3,No
CUST01131,Female,27,Basic,Month-to-Month,21,10.1,203.57,Credit Card,0,3,Yes
CUST01132,Female,42,Standard,Month-to-Month,24,18.39,462.21,Bank Transfer,7,3,Yes
CUST01133,Female,19,Premium,Month-to-Month,24,39.74,962.88,Bank Transfer,1,3,Yes
CUST01134,Male,42,Basic,Annual,19,9.66,177.12,Bank Transfer,3,2,No
CUST01135,Male,50,Standard,Month-to-Month,50,19.9,913.33,Bank Transfer,1,5,No
CUST01136,Male,53,Standard,Month-to-Month,47,20.73,918.94,Bank Transfer,1,5,Yes
CUST01137,Male,48,Standard,Annual,2,21.05,44.47,Bank Transfer,0,2,Yes
CUST01138,Female,31,Standard,Month-to-Month,14,19.24,257.46,Credit Card,2,5,No
CUST01139,Female,18,Basic,Annual,53,11.46,564.17,Debit Card,1,3,No
CUST01140,Male,63,Standard,Month-to-Month,32,21.69,670.66,Bank Transfer,3,1,Yes
CUST01141,Female,33,Premium,Two-Year,42,40.47,1728.31,Credit Card,2,5,No
CUST01142,Male,63,Standard,Month-to-Month,32,20.99,699.01,Bank Transfer,1,1,No
CUST01143,Female,69,Basic,Annual,28,11.47,313.93,PayPal,2,1,Yes
CUST01144,Male,20,Standard,Annual,48,18.34,879.99,PayPal,1,2,No
CUST01145,Female,52,Premium,Month-to-Month,39,41.57,1606.61,Credit Card,4,4,No
CUST01146,Female,58,Basic,Month-to-Month,40,8.8,317.43,Debit Card,2,5,No
CUST01147,Male,23,Standard,Annual,42,18.95,779.28,PayPal,1,2,No
CUST01148,Female,42,Premium,Month-to-Month,47,40.28,1926.22,PayPal,0,2,Yes
CUST01149,Male,30,Standard,Two-Year,40,16.77,680.18,Debit Card,2,1,Yes
CUST01150,Male,51,Premium,Two-Year,13,40.25,549.39,PayPal,0,5,No
CUST01151,Male,25,Standard,Month-to-Month,12,21.46,266.3,Bank Transfer,2,2,No
CUST01152,Male,38,Standard,Month-to-Month,8,17.52,133.9,Debit Card,1,3,Yes
CUST01153,Female,51,Standard,Month-to-Month,15,21.62,308.45,PayPal,0,2,No
CUST01154,Female,21,Basic,Month-to-Month,26,8.94,230.77,Debit Card,2,3,No
CUST01155,Female,42,Basic,Annual,12,10.3,129.36,Bank Transfer,2,4,No
CUST01156,Male,32,Standard,Annual,43,19.16,756.95,PayPal,0,3,No
CUST01157,Female,21,Basic,Month-to-Month,51,10.85,602.97,Credit Card,0,3,No
CUST01158,Male,62,Basic,Month-to-Month,46,11.53,534.96,PayPal,1,1,Yes
CUST01159,Female,29,Premium,Month-to-Month,27,40.96,1063.1,PayPal,1,2,No
CUST01160,Female,49,Premium,Month-to-Month,18,39.98,747.47,Bank Transfer,3,4,No
CUST01161,Female,49,Standard,Annual,45,19.28,788.6,Credit Card,2,2,No
CUST01162,Male,45,Premium,Month-to-Month,36,39.89,1431.56,Credit Card,2,3,No
CUST01163,Female,30,Standard,Annual,49,20.97,1024.65,Credit Card,1,3,No
CUST01164,Female,48,Basic,Annual,51,11.03,524.5,Bank Transfer,2,2,Yes
CUST01165,Male,31,Basic,Annual,27,10.82,311.85,Bank Transfer,0,4,No
CUST01166,Female,37,Standard,Month-to-Month,9,18.07,172.28,Bank Transfer,1,4,No
CUST01167,Male,35,Standard,Annual,55,19.96,1021.55,Bank Transfer,0,1,Yes
CUST01168,Female,46,Basic,Annual,39,9.04,342.96,Bank Transfer,4,3,No
CUST01169,Male,23,Standard,Annual,1,20.99,19.31,Credit Card,1,3,No
CUST01170,Male,49,Basic,Month-to-Month,7,8.84,66.19,Debit Card,2,1,Yes
CUST01171,Female,46,Standard,Month-to-Month,26,20.67,518.43,Bank Transfer,2,2,Yes
CUST01172,Male,60,Premium,Annual,7,39.57,273.63,Debit Card,2,3,No
CUST01173,Male,19,Standard,Month-to-Month,52,17.17,861.39,PayPal,1,2,No
CUST01174,Male,40,Premium,Month-to-Month,7,41.39,278.72,PayPal,0,4,No
CUST01175,Male,36,Premium,Two-Year,8,39.95,335.41,Bank Transfer,1,5,No
CUST01176,Male,48,Premium,Month-to-Month,16,41.9,703.59,PayPal,1,1,Yes
CUST01177,Male,68,Premium,Month-to-Month,3,37.49,112.87,Debit Card,1,3,Yes
CUST01178,Female,22,Premium,Month-to-Month,45,39.55,1835.85,PayPal,3,1,No
CUST01179,Male,36,Standard,Annual,10,19.67,197.16,PayPal,2,4,No
CUST01180,Male,51,Basic,Month-to-Month,50,10.4,470.97,Debit Card,3,4,No
CUST01181,Female,27,Standard,Annual,7,18.0,115.06,PayPal,1,4,No
CUST01182,Female,42,Standard,Month-to-Month,21,20.81,426.85,Bank Transfer,1,4,No
CUST01183,Female,19,Basic,Month-to-Month,53,12.86,715.62,Debit Card,3,5,No
CUST01184,Female,28,Basic,Annual,37,10.7,428.62,Debit Card,0,2,Yes
CUST01185,Female,67,Premium,Month-to-Month,31,40.13,1127.02,Credit Card,2,2,Yes
CUST01186,Female,48,Premium,Two-Year,23,37.92,849.14,Credit Card,1,5,No
CUST01187,Female,32,Premium,Month-to-Month,57,38.83,2091.04,Debit Card,1,2,Yes
CUST01188,Male,26,Basic,Month-to-Month,27,9.91,284.44,Debit Card,2,4,No
CUST01189,Male,40,Basic,Month-to-Month,56,9.2,550.85,Credit Card,2,2,Yes
CUST01190,Female,36,Basic,Month-to-Month,22,11.53,238.77,Bank Transfer,0,1,Yes
CUST01191,Male,26,Basic,Two-Year,39,10.79,438.55,PayPal,0,2,Yes
CUST01192,Male,52,Basic,Two-Year,57,14.03,836.78,PayPal,3,1,Yes
CUST01193,Male,38,Basic,Month-to-Month,27,8.52,215.18,PayPal,1,3,Yes
CUST01194,Female,26,Premium,Annual,54,40.04,2133.49,Debit Card,0,1,No
CUST01195,Female,45,Standard,Annual,49,17.91,898.71,Bank Transfer,1,1,No
CUST01196,Male,63,Basic,Month-to-Month,4,6.66,24.11,Credit Card,0,4,No
CUST01197,Female,68,Basic,Month-to-Month,24,11.07,260.61,Bank Transfer,1,4,No
CUST01198,Male,24,Standard,Two-Year,23,20.73,443.89,Bank Transfer,3,4,No
CUST01199,Male,33,Basic,Two-Year,48,8.71,421.58,PayPal,1,1,Yes
CUST01200,Male,33,Premium,Two-Year,19,40.13,814.76,Credit Card,0,5,No
CUST01201,Male,50,Basic,Annual,42,9.05,381.98,Bank Transfer,1,4,No
CUST01202,Female,21,Basic,Annual,3,9.25,25.17,Credit Card,0,4,No
CUST01203,Female,21,Basic,Month-to-Month,27,9.51,232.62,Debit Card,3,1,Yes
CUST01204,Female,56,Basic,Month-to-Month,3,8.65,26.5,PayPal,2,3,Yes
CUST01205,Male,57,Standard,Month-to-Month,28,18.92,511.53,Credit Card,0,3,Yes
CUST01206,Female,34,Standard,Annual,17,18.96,327.0,Debit Card,3,2,No
CUST01207,Male,54,Standard,Annual,31,20.62,596.22,Debit Card,2,3,No
CUST01208,Female,56,Basic,Annual,10,5.83,61.53,Debit Card,0,4,No
CUST01209,Male,69,Standard,Two-Year,49,19.65,1032.31,Bank Transfer,1,5,No
CUST01210,Male,46,Standard,Two-Year,22,18.36,435.36,Bank Transfer,5,2,Yes
CUST01211,Male,69,Premium,Two-Year,30,38.41,1107.15,PayPal,1,5,No
CUST01212,Female,53,Basic,Month-to-Month,49,9.2,465.29,PayPal,0,5,No
CUST01213,Female,55,Basic,Annual,21,9.97,200.12,Debit Card,1,4,No
CUST01214,Female,56,Standard,Annual,36,19.67,745.33,PayPal,1,1,No
CUST01215,Female,67,Standard,Month-to-Month,53,18.39,900.7,Bank Transfer,2,1,Yes
CUST01216,Male,54,Standard,Two-Year,23,21.07,510.08,PayPal,1,1,No
CUST01217,Female,69,Basic,Two-Year,38,8.64,324.36,Credit Card,2,3,No
CUST01218,Female,52,Standard,Month-to-Month,12,18.89,242.8,Bank Transfer,1,1,Yes
CUST01219,Male,24,Premium,Month-to-Month,25,40.42,1058.79,Debit Card,3,4,No
CUST01220,Male,44,Standard,Annual,54,20.47,1078.08,Debit Card,0,3,No
CUST01221,Male,45,Premium,Annual,57,39.07,2406.73,PayPal,1,1,No
CUST01222,Female,39,Standard,Two-Year,20,15.59,298.29,Bank Transfer,0,5,No
CUST01223,Male,31,Premium,Month-to-Month,49,38.66,2071.27,Debit Card,1,4,Yes
CUST01224,Male,24,Premium,Month-to-Month,49,40.23,2076.62,Debit Card,4,4,Yes
CUST01225,Male,54,Basic,Month-to-Month,42,11.02,508.26,Bank Transfer,1,2,Yes
CUST01226,Female,39,Premium,Month-to-Month,7,39.87,254.19,Bank Transfer,1,4,Yes
CUST01227,Male,22,Basic,Month-to-Month,29,9.27,256.68,Debit Card,0,5,No
CUST01228,Female,19,Premium,Two-Year,48,43.43,2185.23,PayPal,3,4,No
CUST01229,Female,44,Standard,Month-to-Month,29,19.43,611.06,PayPal,2,2,Yes
CUST01230,Male,38,Basic,Month-to-Month,13,10.91,128.46,PayPal,0,4,No
CUST01231,Male,55,Standard,Month-to-Month,3,17.99,48.57,Credit Card,2,4,Yes
CUST01232,Female,32,Premium,Month-to-Month,2,38.35,72.96,Bank Transfer,0,2,No
CUST01233,Male,38,Basic,Annual,16,10.96,187.73,Debit Card,0,4,No
CUST01234,Male,27,Standard,Annual,30,21.56,681.36,Credit Card,2,3,No
CUST01235,Female,40,Standard,Annual,38,19.41,714.02,PayPal,2,4,No
CUST01236,Female,56,Premium,Month-to-Month,6,37.22,201.08,Credit Card,0,1,Yes
CUST01237,Male,22,Basic,Month-to-Month,45,9.74,443.1,Debit Card,2,1,No
CUST01238,Female,18,Basic,Month-to-Month,7,10.27,68.12,Debit Card,3,3,No
CUST01239,Male,30,Basic,Month-to-Month,5,10.14,53.19,Bank Transfer,1,4,No
CUST01240,Male,38,Standard,Annual,56,19.14,1060.34,PayPal,1,5,No
CUST01241,Male,43,Standard,Month-to-Month,7,19.76,143.26,PayPal,1,4,No
CUST01242,Female,67,Premium,Annual,34,38.87,1414.7,Credit Card,2,1,No
CUST01243,Male,62,Basic,Month-to-Month,32,8.32,268.14,PayPal,2,2,Yes
CUST01244,Male,38,Standard,Annual,49,21.12,1000.93,Credit Card,2,3,No
CUST01245,Male,35,Basic,Two-Year,13,10.14,138.93,Debit Card,2,2,No
CUST01246,Female,54,Basic,Annual,30,9.76,279.05,Debit Card,2,5,No
CUST01247,Female,62,Standard,Annual,25,19.23,518.39,Debit Card,2,4,No
CUST01248,Female,49,Standard,Two-Year,21,19.72,378.62,Debit Card,0,5,No
